公司全名,公司简称,公司规模,融资阶段,区域,行业,职位名称,工作性质,一级类别,二级类别,工作经验,学历要求,工资,职位福利,工作年限,经验要求,salary,月工资
广州华多网络科技有限公司,欢聚时代（YY Inc）,2000人以上,上市公司,番禺区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,17k-34k,"大平台,高成长,福利好","['3', '5']",4.0,"['17', '34']",21.25
广州恰迹信息科技有限公司,恰迹科技,少于15人,未融资,天河区,社交网络,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,不限,8k-15k,"期权激励,弹性工作,福利齐全,团队融洽","['1', '3']",2.0,"['8', '15']",9.75
广州联亿网络科技有限公司,任玩堂,150-500人,B轮,天河区,移动互联网,产品经理,全职,产品/需求/项目类,项目管理,1-3年,本科,5k-8k,"发展平台,晋升空间","['1', '3']",2.0,"['5', '8']",5.75
广州华多网络科技有限公司,欢聚时代（YY Inc）,2000人以上,上市公司,番禺区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,17k-34k,"大平台,高成长,福利好","['3', '5']",4.0,"['17', '34']",21.25
广州联亿网络科技有限公司,任玩堂,150-500人,B轮,天河区,移动互联网,产品经理,全职,产品/需求/项目类,项目管理,1-3年,本科,5k-8k,"发展平台,晋升空间","['1', '3']",2.0,"['5', '8']",5.75
雪松控股集团有限公司,雪松控股集团有限公司,2000人以上,不需要融资,白云区,其他,数据可视化产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-20k,"平台大,领导专业,团队氛围好","['3', '5']",4.0,"['10', '20']",12.5
广州棒谷科技股份有限公司,广州棒谷科技股份有限公司,2000人以上,不需要融资,白云区,电子商务,数据产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,不限,15k-25k,"五险一金,年终奖金","['3', '5']",4.0,"['15', '25']",17.5
广州市骑鹅游信息技术咨询服务有限公司,骑鹅旅行,50-150人,A轮,海珠区,"旅游,数据服务",产品经理（酒店方向）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,6k-12k,"十五天年假,国际化团队,扁平化管理,发展空间大","['3', '5']",4.0,"['6', '12']",7.5
广州富力地产股份有限公司,富力地产,2000人以上,上市公司,天河区,"移动互联网,电子商务",资深产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,20k-35k,"平台大有钱,团队nic,五险一金,免费自助餐","['5', '10']",7.5,"['20', '35']",23.75
广州观必达数据技术有限责任公司,grandbigdata,15-50人,未融资,天河区,"数据服务,信息安全",产品经理-电力行业,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,13k-26k,"学习,融合,提升","['3', '5']",4.0,"['13', '26']",16.25
广州君海网络科技有限公司,君海游戏,150-500人,上市公司,海珠区,移动互联网,平台产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8k-15k,"包餐,优秀平台,季度奖金,年终奖","['1', '3']",2.0,"['8', '15']",9.75
广州市迈尔汛科技有限公司,迈尔汛,15-50人,未融资,萝岗区,移动互联网,APP产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,9k-18k,产品,"['3', '5']",4.0,"['9', '18']",11.25
广州有学科技有限公司,有学科技,15-50人,未融资,番禺区,移动互联网、教育,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10K-15K,"绩效资金,节日礼物,五险一金,团队有冲劲","['1', '3']",2.0,"['10', '15']",11.25
广州美盈环境科技有限公司,美盈环境,15-50人,未融资,天河区,"企业服务,数据服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8k-14k,"午餐提供,绩效奖金,年底双薪,带薪年假","['1', '3']",2.0,"['8', '14']",9.5
唯品会（中国）有限公司,唯品会,2000人以上,上市公司,荔湾区,电子商务,产品经理-财务方向,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,20k-25k,"大平台,好福利,好团队,好领导","['3', '5']",4.0,"['20', '25']",21.25
广州市讯飞樽鸿信息技术有限公司,科大讯飞广州子公司,50-150人,上市公司,天河区,"移动互联网,信息安全",产品经理,全职,产品/需求/项目类,项目管理,不限,本科,8k-15k,"内部创业,氛围轻松",[],0.0,"['8', '15']",9.75
广州明动软件股份有限公司,明动软件,150-500人,上市公司,天河区,"企业服务,数据服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-20k,"管理,扁平化,发展空间","['3', '5']",4.0,"['10', '20']",12.5
前海爱讯科技（深圳）有限公司,爱讯集团,150-500人,不需要融资,海珠区,"数据服务,移动互联网",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8k-13k,"海外市场,涉机机会多,老板爱将,十分有挑战","['1', '3']",2.0,"['8', '13']",9.25
